src_ip,dst_ip,protocol,service,flag,duration,bytes,src_port,dst_port,attack_type,is_malware,prior_intrusion,src_os,dst_os,src_country,dst_country,timestamp,username,auth_result,http_method,url_path,http_version,http_response_code,user_agent
162.80.166.186,232.198.224.186,udp,domain_u,RSTR,2361.47,141857,61847,1020,normal,no,yes,Unix,Unix,BR,CN,2025-04-18T18:31:48.926765,charlie,failure,POST,/upload,HTTP/2,401,Mozilla/5.0
148.19.130.9,167.38.95.6,udp,smtp,SF,1481.55,400056,48003,778,dos,no,no,Windows,Windows,FR,KR,2025-04-29T06:26:27.926765,charlie,success,POST,/home,HTTP/1.1,404,PostmanRuntime/7.26.8
26.91.24.117,201.36.132.141,tcp,eco_i,SF,3817.89,456673,11954,758,r2l,yes,no,Unix,Linux,RU,FR,2025-04-30T23:40:26.926765,alice,failure,PUT,/home,HTTP/1.1,302,Wget/1.20.3
218.76.96.155,161.32.38.67,udp,http,S0,425.82,645963,54415,119,dos,yes,yes,MacOS,MacOS,IN,JP,2025-04-21T23:16:37.926765,alice,success,GET,/config,HTTP/2,302,Wget/1.20.3
76.43.146.78,249.126.235.224,tcp,dns,SH,2144.66,381186,19099,393,normal,yes,yes,Windows,Unix,DE,BR,2025-04-19T01:38:24.926765,bob,success,POST,/data,HTTP/2,500,python-requests/2.23.0
139.33.158.146,32.67.128.123,tcp,imap4,REJ,3313.57,410818,34723,34,dos,yes,yes,Linux,Unix,FR,RU,2025-05-15T13:50:31.926765,charlie,success,POST,/config,HTTP/1.1,401,curl/7.64.1
230.157.178.146,83.204.71.239,tcp,imap4,SH,2605.84,774899,9572,516,u2r,no,yes,Windows,Windows,US,BR,2025-05-04T10:57:20.926765,bob,success,GET,/home,HTTP/1.1,200,curl/7.64.1
169.79.154.55,245.62.86.110,udp,smtp,RSTO,3672.82,353516,42649,559,probe,yes,no,MacOS,MacOS,JP,US,2025-04-21T05:59:44.926765,alice,success,HEAD,/data,HTTP/1.1,404,curl/7.64.1
192.199.200.44,113.83.249.223,udp,imap4,SF,102.72,772698,63430,81,normal,yes,yes,Windows,Linux,JP,DE,2025-04-19T10:27:50.926765,guest,success,HEAD,/home,HTTP/1.1,404,python-requests/2.23.0
8.250.65.126,231.191.136.141,icmp,imap4,SF,3558.44,842007,44031,64,probe,yes,no,Linux,Windows,FR,IN,2025-04-22T12:34:31.926765,admin,success,HEAD,/home,HTTP/2,401,python-requests/2.23.0
235.239.130.79,64.192.168.228,tcp,nntp,SF,2655.84,487980,46985,860,probe,no,yes,Windows,Windows,CN,CN,2025-05-09T11:43:52.926765,dave,success,OPTIONS,/home,HTTP/2,500,curl/7.64.1
77.75.151.46,4.219.22.45,udp,nntp,SH,2012.0,965971,54017,241,normal,yes,no,Unix,MacOS,US,US,2025-04-23T01:50:33.926765,guest,success,OPTIONS,/admin,HTTP/2,404,Wget/1.20.3
67.139.207.54,184.200.247.58,udp,ftp,RSTR,803.98,976130,20169,718,probe,no,yes,Linux,Windows,RU,FR,2025-05-11T21:03:27.926765,bob,success,DELETE,/dashboard,HTTP/2,301,Wget/1.20.3
94.188.134.72,226.27.39.21,icmp,imap4,SH,4156.15,395893,31841,73,r2l,yes,yes,Unix,MacOS,DE,FR,2025-05-02T12:31:18.926765,dave,success,OPTIONS,/admin,HTTP/1.1,403,Wget/1.20.3
240.194.16.67,33.115.195.48,udp,eco_i,S1,1665.93,108015,4908,561,u2r,yes,yes,Unix,Unix,FR,KR,2025-04-24T14:09:02.926765,bob,success,PUT,/upload,HTTP/1.1,301,PostmanRuntime/7.26.8
140.94.11.93,28.187.121.210,udp,imap4,S0,1755.39,125414,15492,743,normal,no,yes,Linux,Unix,JP,BR,2025-04-22T21:56:05.926765,eve,success,DELETE,/home,HTTP/2,200,PostmanRuntime/7.26.8
239.209.187.235,28.197.41.171,udp,pop3,RSTO,648.5,857190,43830,594,probe,no,yes,Linux,MacOS,RU,BR,2025-05-08T05:15:27.926765,eve,success,PUT,/upload,HTTP/2,301,python-requests/2.23.0
98.99.221.240,184.236.221.10,icmp,imap4,SH,1046.31,499797,38939,843,dos,no,no,MacOS,Windows,KR,FR,2025-05-05T19:56:44.926765,guest,success,DELETE,/home,HTTP/2,404,Wget/1.20.3
194.34.63.71,224.58.81.243,icmp,domain_u,SH,4128.09,461472,40855,747,probe,no,no,MacOS,Linux,FR,KR,2025-05-12T10:54:47.926765,admin,success,PUT,/dashboard,HTTP/1.1,401,Wget/1.20.3
158.104.35.87,90.101.201.51,udp,eco_i,RSTO,3352.78,882159,37342,610,normal,yes,yes,Linux,Unix,FR,US,2025-05-07T13:07:19.926765,admin,failure,GET,/home,HTTP/1.1,301,curl/7.64.1
58.98.230.200,85.209.135.164,udp,ntp_u,S1,1343.28,633068,40545,416,u2r,no,no,Unix,MacOS,JP,DE,2025-05-05T01:54:43.926765,eve,success,GET,/login,HTTP/1.1,400,Mozilla/5.0
230.179.96.240,192.116.17.190,icmp,private,S0,3094.48,514852,62789,142,normal,no,yes,Unix,MacOS,RU,BR,2025-04-20T18:04:47.926765,bob,success,DELETE,/admin,HTTP/2,301,Mozilla/5.0
186.205.140.99,149.106.224.199,icmp,ssh,RSTR,3991.37,729916,5266,765,r2l,no,yes,Unix,MacOS,JP,DE,2025-04-21T09:20:50.926765,admin,failure,GET,/config,HTTP/1.1,403,Wget/1.20.3
194.199.190.90,214.30.102.163,tcp,eco_i,RSTR,3159.12,215883,2108,198,probe,yes,yes,Windows,Linux,KR,FR,2025-05-12T03:53:30.926765,dave,success,OPTIONS,/login,HTTP/1.1,302,PostmanRuntime/7.26.8
204.118.236.66,36.246.37.201,tcp,ntp_u,SH,3584.04,855617,41151,949,u2r,yes,yes,MacOS,Windows,BR,FR,2025-04-23T19:40:33.926765,eve,success,DELETE,/admin,HTTP/2,302,Wget/1.20.3
173.21.165.236,23.168.212.242,icmp,nntp,SH,224.37,974402,64947,452,dos,yes,yes,Unix,Linux,FR,JP,2025-04-19T18:21:41.926765,admin,failure,POST,/dashboard,HTTP/2,500,curl/7.64.1
140.229.135.71,22.235.74.141,udp,imap4,REJ,2958.49,897670,17465,767,normal,no,yes,Linux,Linux,KR,RU,2025-04-23T07:16:05.926765,eve,failure,GET,/dashboard,HTTP/2,200,Mozilla/5.0
138.76.235.39,219.173.213.61,icmp,pop3,SF,861.31,351775,49311,217,probe,yes,yes,Unix,Windows,IN,KR,2025-05-14T12:05:43.926765,charlie,failure,GET,/data,HTTP/1.1,500,PostmanRuntime/7.26.8
75.117.158.88,216.249.91.148,udp,ssh,RSTR,97.02,36556,22382,553,dos,no,yes,Unix,MacOS,RU,FR,2025-05-10T00:20:20.926765,guest,failure,PUT,/upload,HTTP/1.1,301,curl/7.64.1
187.205.93.42,76.124.84.45,udp,imap4,RSTO,1932.87,616452,49982,684,u2r,yes,no,Unix,Windows,JP,IN,2025-05-09T07:18:05.926765,guest,failure,HEAD,/upload,HTTP/1.1,302,Wget/1.20.3
27.212.155.155,215.165.184.226,tcp,dns,SH,4318.73,198827,59828,714,u2r,yes,no,Linux,Windows,FR,IN,2025-04-20T07:32:21.926765,bob,success,POST,/admin,HTTP/1.1,302,PostmanRuntime/7.26.8
182.226.158.216,73.113.245.164,udp,private,REJ,399.68,108452,57988,824,u2r,yes,yes,Windows,Unix,CN,JP,2025-05-14T10:29:34.926765,eve,failure,HEAD,/config,HTTP/1.1,401,Wget/1.20.3
178.28.114.130,68.224.143.110,icmp,smtp,RSTO,2154.95,346110,38276,78,probe,yes,no,Linux,Unix,JP,KR,2025-05-10T13:34:42.926765,alice,success,DELETE,/login,HTTP/2,401,Mozilla/5.0
220.56.135.238,227.93.120.126,tcp,ftp,SF,221.0,105877,5508,301,r2l,yes,yes,Linux,Windows,US,IN,2025-04-28T10:39:57.926765,bob,success,OPTIONS,/config,HTTP/2,404,python-requests/2.23.0
168.166.118.197,89.252.119.9,tcp,http,S1,2304.37,847569,5112,240,probe,no,no,Unix,Windows,CN,DE,2025-05-07T06:28:30.926765,guest,failure,HEAD,/admin,HTTP/2,400,curl/7.64.1
75.68.146.103,219.174.111.77,udp,ftp,SF,4977.87,736090,56476,726,r2l,yes,yes,Linux,Linux,RU,DE,2025-04-24T12:24:15.926765,eve,success,PUT,/admin,HTTP/2,200,curl/7.64.1
78.54.55.215,84.214.11.28,icmp,imap4,REJ,1123.07,279600,14527,804,u2r,yes,yes,Windows,Windows,KR,RU,2025-04-22T05:41:03.926765,bob,failure,PUT,/home,HTTP/2,401,Wget/1.20.3
5.83.110.195,217.249.100.224,icmp,ntp_u,S0,1331.94,864185,58795,506,probe,yes,yes,MacOS,Linux,CN,IN,2025-04-29T18:16:17.926765,charlie,failure,HEAD,/login,HTTP/2,301,python-requests/2.23.0
121.220.252.52,57.199.229.131,udp,ntp_u,SH,1722.0,962233,39198,149,r2l,no,yes,Linux,MacOS,US,BR,2025-05-02T14:54:17.926765,charlie,failure,HEAD,/login,HTTP/2,301,python-requests/2.23.0
37.102.35.208,240.61.101.100,tcp,imap4,SH,1516.19,334596,58712,34,dos,no,yes,Unix,Linux,US,BR,2025-04-26T15:26:25.926765,charlie,failure,DELETE,/config,HTTP/1.1,301,Mozilla/5.0
160.134.195.99,164.243.9.8,udp,pop3,S1,1808.62,877617,8461,418,probe,yes,yes,MacOS,MacOS,US,BR,2025-05-04T02:13:02.926765,dave,failure,PUT,/home,HTTP/1.1,301,Wget/1.20.3
95.245.23.134,203.221.2.138,udp,private,SF,4744.61,500814,59938,960,normal,yes,yes,Linux,Linux,FR,US,2025-04-29T06:24:40.926765,dave,failure,DELETE,/dashboard,HTTP/2,400,Wget/1.20.3
201.247.216.224,79.171.79.237,tcp,pop3,RSTO,1268.1,756214,64258,991,r2l,no,no,MacOS,Unix,BR,DE,2025-05-01T02:14:09.926765,dave,success,GET,/admin,HTTP/1.1,401,curl/7.64.1
61.60.27.191,100.131.214.181,icmp,pop3,RSTR,3452.87,896261,11421,37,dos,no,no,Windows,Linux,FR,KR,2025-04-28T18:11:23.926765,charlie,failure,HEAD,/dashboard,HTTP/1.1,301,python-requests/2.23.0
174.221.222.1,220.230.255.243,udp,ntp_u,RSTR,521.31,452209,58802,389,r2l,yes,no,Linux,Linux,RU,DE,2025-05-11T07:32:03.926765,alice,failure,POST,/dashboard,HTTP/1.1,500,PostmanRuntime/7.26.8
176.215.90.134,86.47.59.46,tcp,ntp_u,RSTR,3047.7,463694,44136,873,normal,no,yes,Windows,MacOS,BR,FR,2025-05-13T19:16:55.926765,charlie,success,PUT,/home,HTTP/2,200,python-requests/2.23.0
196.194.240.93,25.46.205.14,udp,ssh,S0,3187.88,743290,34661,60,r2l,yes,no,Windows,Unix,IN,CN,2025-05-14T13:17:13.926765,guest,failure,GET,/login,HTTP/2,302,python-requests/2.23.0
219.128.74.100,177.84.189.24,udp,private,S0,3668.54,946109,51564,1010,probe,yes,yes,Windows,MacOS,FR,IN,2025-04-22T03:10:29.926765,alice,failure,HEAD,/home,HTTP/2,301,curl/7.64.1
175.16.218.253,35.175.174.27,udp,nntp,SH,907.14,646607,51920,903,r2l,yes,yes,MacOS,Linux,JP,FR,2025-04-24T15:12:45.926765,guest,success,DELETE,/login,HTTP/2,404,Mozilla/5.0
63.176.206.236,158.54.15.205,icmp,dns,RSTR,1085.66,445512,59866,813,probe,no,yes,Unix,MacOS,FR,CN,2025-04-28T11:13:12.926765,charlie,success,PUT,/data,HTTP/1.1,404,python-requests/2.23.0
234.223.102.54,96.236.54.234,tcp,pop3,S1,1911.12,353340,34817,900,dos,yes,yes,Linux,Unix,IN,JP,2025-04-28T09:36:02.926765,alice,success,OPTIONS,/data,HTTP/1.1,403,python-requests/2.23.0
104.254.210.233,206.230.61.81,icmp,smtp,SF,614.73,328349,46684,739,normal,no,yes,Linux,Linux,KR,CN,2025-04-18T17:30:29.926765,bob,failure,DELETE,/login,HTTP/2,200,python-requests/2.23.0
81.149.251.208,68.2.90.149,udp,eco_i,S1,3491.3,257276,10655,664,u2r,yes,yes,Windows,MacOS,JP,FR,2025-05-12T16:21:44.926765,bob,success,POST,/admin,HTTP/2,302,Mozilla/5.0
119.184.193.116,128.30.81.196,udp,domain_u,S1,2129.07,606063,36367,754,normal,no,yes,Linux,Windows,KR,IN,2025-05-15T04:48:44.926765,alice,success,DELETE,/data,HTTP/2,500,PostmanRuntime/7.26.8
221.138.129.86,20.250.161.189,tcp,ntp_u,RSTO,1780.61,119641,61400,198,normal,yes,no,MacOS,Windows,CN,FR,2025-04-17T23:19:29.926765,admin,success,OPTIONS,/data,HTTP/2,301,curl/7.64.1
129.78.236.246,119.13.144.32,icmp,ftp,RSTO,526.09,125724,43741,131,r2l,yes,no,Windows,MacOS,JP,DE,2025-04-21T16:25:36.926765,alice,failure,POST,/login,HTTP/2,403,curl/7.64.1
41.171.32.178,176.201.123.65,icmp,smtp,REJ,3565.17,860268,18844,396,normal,no,no,MacOS,Linux,CN,CN,2025-05-16T20:09:59.926765,bob,failure,PUT,/login,HTTP/1.1,404,Mozilla/5.0
149.118.169.205,248.51.10.128,tcp,ntp_u,REJ,540.99,264795,36149,174,r2l,no,no,MacOS,Unix,IN,CN,2025-05-02T21:54:20.926765,bob,failure,OPTIONS,/upload,HTTP/1.1,301,curl/7.64.1
78.219.67.9,235.141.204.225,tcp,pop3,RSTR,4588.92,378351,24814,868,u2r,no,no,Linux,MacOS,CN,RU,2025-05-16T14:44:15.926765,guest,failure,PUT,/data,HTTP/2,403,Mozilla/5.0
124.108.213.186,191.11.250.23,icmp,ntp_u,SF,4330.22,256129,33159,825,u2r,no,yes,Linux,Windows,IN,KR,2025-04-30T10:38:55.926765,guest,success,POST,/home,HTTP/1.1,500,Wget/1.20.3
22.186.76.143,148.166.244.250,icmp,ftp,RSTR,4528.53,552612,54414,783,r2l,yes,no,MacOS,MacOS,RU,KR,2025-05-12T19:57:11.926765,alice,failure,GET,/admin,HTTP/1.1,301,Mozilla/5.0
235.48.144.250,33.11.248.228,udp,domain_u,SH,1448.26,328510,56307,380,dos,no,no,Unix,Windows,US,FR,2025-04-19T08:48:50.926765,admin,success,PUT,/data,HTTP/2,301,Mozilla/5.0
179.148.81.239,197.238.28.7,icmp,ssh,RSTO,1695.55,944567,51160,930,u2r,no,no,Unix,Unix,IN,KR,2025-04-22T10:15:50.926765,admin,success,GET,/admin,HTTP/1.1,403,Wget/1.20.3
203.135.97.79,130.65.241.180,icmp,ntp_u,S1,464.15,14885,41938,986,dos,yes,no,Linux,Linux,US,JP,2025-05-11T06:50:30.926765,alice,failure,PUT,/config,HTTP/2,403,curl/7.64.1
105.225.132.115,178.233.86.241,udp,pop3,RSTO,3089.2,176955,36436,205,r2l,no,no,Windows,Windows,KR,RU,2025-05-11T21:16:52.926765,eve,success,GET,/home,HTTP/2,403,curl/7.64.1
199.122.182.174,153.166.246.183,tcp,ftp,S1,299.42,251466,55016,953,normal,yes,no,Windows,MacOS,KR,JP,2025-05-07T06:54:01.926765,admin,failure,OPTIONS,/config,HTTP/1.1,403,Wget/1.20.3
45.94.252.92,58.91.216.245,tcp,ftp,S0,3497.89,650457,14473,489,dos,yes,no,Linux,MacOS,US,BR,2025-05-11T02:52:36.926765,bob,success,PUT,/data,HTTP/1.1,302,curl/7.64.1
100.177.25.134,243.131.33.72,tcp,private,SH,2384.35,724176,6362,502,probe,no,no,Unix,MacOS,JP,RU,2025-05-12T16:24:37.926765,admin,failure,POST,/home,HTTP/2,500,Mozilla/5.0
143.60.230.119,255.84.239.234,tcp,pop3,RSTO,2916.14,1160,23075,21,r2l,yes,no,Unix,Linux,CN,BR,2025-05-12T15:35:59.926765,bob,failure,DELETE,/login,HTTP/1.1,301,python-requests/2.23.0
23.35.233.53,76.135.143.233,udp,ntp_u,RSTO,2645.28,484468,6085,921,probe,yes,no,MacOS,Unix,FR,US,2025-04-29T04:54:19.926765,charlie,success,OPTIONS,/upload,HTTP/2,401,PostmanRuntime/7.26.8
75.112.133.83,7.39.170.253,icmp,imap4,S0,1992.08,907508,23621,557,normal,no,yes,MacOS,Unix,KR,JP,2025-05-14T20:56:44.926765,guest,success,POST,/home,HTTP/2,401,curl/7.64.1
114.221.103.201,95.159.218.204,icmp,eco_i,S0,2762.18,703989,33235,837,probe,yes,no,Unix,Windows,RU,BR,2025-04-22T20:29:39.926765,alice,failure,POST,/admin,HTTP/2,404,PostmanRuntime/7.26.8
248.224.78.134,151.199.161.254,udp,private,S1,1334.1,826980,46285,588,probe,yes,yes,MacOS,MacOS,JP,FR,2025-05-15T21:29:11.926765,dave,success,PUT,/dashboard,HTTP/1.1,403,curl/7.64.1
254.136.13.236,143.88.252.41,tcp,ssh,RSTR,2296.95,805495,45159,234,normal,no,yes,Linux,Unix,RU,CN,2025-04-30T13:07:12.926765,eve,failure,HEAD,/upload,HTTP/2,200,python-requests/2.23.0
30.151.33.58,212.178.62.201,udp,ssh,S1,2828.28,781850,6911,508,dos,no,no,Unix,MacOS,JP,KR,2025-05-15T23:00:01.926765,charlie,failure,OPTIONS,/login,HTTP/2,200,Wget/1.20.3
83.234.207.249,210.72.9.244,icmp,ssh,SH,4977.92,352424,29112,407,probe,yes,no,MacOS,Linux,KR,US,2025-05-02T14:58:20.926765,admin,success,PUT,/upload,HTTP/1.1,403,python-requests/2.23.0
9.74.128.121,234.138.164.57,udp,imap4,RSTO,1816.63,685427,16740,1,r2l,yes,yes,MacOS,MacOS,JP,FR,2025-05-14T01:14:44.926765,charlie,success,PUT,/upload,HTTP/2,401,Wget/1.20.3
206.187.145.147,27.53.235.62,icmp,dns,SH,2866.18,612838,1494,1016,probe,no,yes,MacOS,Windows,BR,IN,2025-04-24T02:33:18.926765,admin,success,HEAD,/admin,HTTP/1.1,404,Mozilla/5.0
182.124.247.107,171.78.42.99,icmp,private,SF,2175.36,926802,21949,728,r2l,yes,no,Windows,Linux,US,FR,2025-04-18T00:08:07.926765,charlie,success,OPTIONS,/config,HTTP/2,500,Wget/1.20.3
26.118.13.85,163.16.199.95,udp,imap4,REJ,4449.2,977783,12150,938,r2l,no,yes,Linux,MacOS,JP,BR,2025-04-23T23:58:24.926765,bob,failure,GET,/upload,HTTP/1.1,401,PostmanRuntime/7.26.8
85.112.178.45,116.59.201.15,udp,ntp_u,RSTR,2427.26,650592,38055,315,probe,no,no,MacOS,Linux,IN,US,2025-05-04T12:13:04.926765,charlie,failure,HEAD,/login,HTTP/1.1,302,curl/7.64.1
96.65.92.240,21.56.199.27,icmp,ssh,S1,4902.34,164855,23890,128,normal,yes,no,MacOS,Unix,KR,KR,2025-04-18T15:44:23.926765,dave,failure,PUT,/home,HTTP/2,404,curl/7.64.1
105.60.254.44,46.213.32.105,tcp,nntp,RSTO,1697.47,188947,4644,576,r2l,yes,no,Unix,MacOS,US,JP,2025-05-01T06:08:38.926765,alice,success,HEAD,/login,HTTP/2,401,PostmanRuntime/7.26.8
49.125.234.206,204.132.229.83,tcp,domain_u,SH,1737.16,457565,22773,239,probe,yes,yes,Unix,MacOS,IN,DE,2025-04-24T14:09:57.926765,eve,success,POST,/admin,HTTP/2,403,python-requests/2.23.0
244.68.106.34,104.5.15.28,icmp,private,RSTR,1086.44,522449,60839,668,u2r,yes,yes,Linux,Windows,JP,US,2025-05-15T05:28:35.926765,charlie,failure,POST,/login,HTTP/2,302,Wget/1.20.3
24.220.14.85,232.168.172.132,tcp,eco_i,S0,2868.42,484160,39843,450,r2l,yes,no,MacOS,MacOS,RU,DE,2025-05-05T23:41:54.926765,alice,failure,PUT,/config,HTTP/2,500,Mozilla/5.0
116.64.50.202,45.157.45.125,udp,private,SH,4566.73,369129,56423,188,dos,yes,no,MacOS,Linux,US,RU,2025-05-05T05:46:12.926765,guest,failure,DELETE,/home,HTTP/1.1,404,Wget/1.20.3
101.105.195.161,1.121.1.188,icmp,domain_u,S0,816.07,275993,4723,383,u2r,no,no,Windows,Unix,US,US,2025-05-02T03:19:57.926765,charlie,success,PUT,/home,HTTP/2,404,python-requests/2.23.0
175.124.61.171,98.195.147.163,udp,smtp,RSTO,4184.85,44990,38217,932,dos,no,no,Unix,MacOS,KR,CN,2025-04-18T12:52:33.926765,eve,success,PUT,/data,HTTP/1.1,400,Wget/1.20.3
138.33.77.109,47.166.167.33,udp,ftp,RSTR,1605.54,80712,62367,83,probe,no,no,Linux,Windows,FR,BR,2025-05-12T12:12:29.926765,guest,success,GET,/upload,HTTP/2,404,python-requests/2.23.0
47.121.229.197,198.109.172.168,udp,ntp_u,RSTR,1635.98,482380,4611,1017,u2r,yes,no,Linux,Linux,FR,US,2025-04-24T21:13:23.926765,admin,success,GET,/upload,HTTP/1.1,403,PostmanRuntime/7.26.8
210.42.148.19,18.41.108.207,udp,domain_u,S1,4716.43,377764,56217,216,normal,no,yes,Windows,Linux,DE,DE,2025-05-05T06:17:46.926765,guest,failure,PUT,/config,HTTP/2,500,curl/7.64.1
51.182.254.131,190.49.169.85,tcp,nntp,RSTO,726.81,936271,49026,80,probe,yes,yes,MacOS,Unix,RU,CN,2025-05-03T01:55:41.926765,bob,failure,OPTIONS,/config,HTTP/2,500,PostmanRuntime/7.26.8
103.74.171.63,237.95.157.140,udp,eco_i,REJ,2215.27,634674,35403,669,u2r,no,no,Linux,Linux,BR,RU,2025-04-30T17:31:04.926765,dave,failure,POST,/login,HTTP/2,404,curl/7.64.1
99.39.225.130,83.147.93.85,icmp,http,REJ,347.43,411573,53063,277,u2r,yes,yes,Unix,MacOS,DE,FR,2025-04-27T11:48:25.926765,guest,failure,GET,/data,HTTP/1.1,404,Wget/1.20.3
96.138.14.99,121.204.229.79,tcp,imap4,S1,2384.88,115627,13343,239,r2l,no,yes,Unix,MacOS,KR,KR,2025-05-12T10:40:34.926765,alice,success,PUT,/home,HTTP/1.1,400,Mozilla/5.0
209.255.143.32,197.237.159.61,icmp,ssh,SH,3116.42,77048,42210,371,r2l,yes,yes,Windows,Linux,KR,DE,2025-04-23T01:48:48.926765,bob,success,GET,/upload,HTTP/2,403,PostmanRuntime/7.26.8
51.38.196.1,42.15.95.134,udp,smtp,SF,2816.6,922728,27217,265,normal,yes,yes,Linux,Unix,JP,CN,2025-04-18T14:46:52.926765,alice,success,DELETE,/home,HTTP/1.1,200,python-requests/2.23.0
45.57.231.1,71.180.193.174,icmp,ssh,S1,3181.29,466447,60357,920,u2r,no,yes,Linux,Unix,US,RU,2025-04-23T09:01:03.926765,admin,failure,OPTIONS,/config,HTTP/2,404,curl/7.64.1
216.27.112.253,85.124.171.249,icmp,domain_u,SF,767.88,409083,61781,538,u2r,yes,no,MacOS,Linux,DE,US,2025-05-14T10:10:23.926765,eve,success,GET,/admin,HTTP/1.1,400,Wget/1.20.3
207.231.75.165,144.151.155.217,tcp,ntp_u,S1,2648.15,194825,15434,848,r2l,no,yes,Windows,Linux,RU,RU,2025-05-12T11:03:21.926765,eve,success,HEAD,/config,HTTP/1.1,401,curl/7.64.1
75.129.208.217,146.217.9.6,udp,imap4,SH,4530.07,905875,21508,904,probe,no,yes,MacOS,MacOS,DE,FR,2025-04-20T00:46:29.926765,alice,failure,DELETE,/dashboard,HTTP/1.1,301,Wget/1.20.3
107.147.198.122,152.114.224.218,tcp,dns,RSTR,4063.13,906533,16874,227,probe,no,no,Linux,Unix,RU,IN,2025-05-05T23:49:18.926765,dave,success,POST,/data,HTTP/2,302,python-requests/2.23.0
214.241.95.67,18.3.195.134,tcp,pop3,S0,3517.48,391249,64369,158,u2r,yes,no,Windows,Windows,RU,JP,2025-04-17T18:52:11.926765,charlie,success,DELETE,/login,HTTP/2,401,Mozilla/5.0
41.113.41.10,51.181.1.113,icmp,ntp_u,S0,346.09,731940,64453,967,dos,yes,yes,Unix,Unix,US,BR,2025-04-19T02:21:05.926765,eve,success,PUT,/home,HTTP/2,200,Mozilla/5.0
201.2.208.246,121.101.114.231,udp,ntp_u,RSTR,859.57,452899,58389,58,dos,no,no,MacOS,Linux,IN,DE,2025-05-12T02:31:46.926765,admin,failure,DELETE,/home,HTTP/1.1,500,Wget/1.20.3
188.29.253.159,173.102.25.134,tcp,domain_u,S0,65.53,892581,61639,449,probe,no,yes,MacOS,Linux,FR,BR,2025-05-17T01:16:05.926765,charlie,success,DELETE,/data,HTTP/1.1,302,curl/7.64.1
106.175.79.127,218.90.119.240,tcp,imap4,SH,2287.34,131568,14500,987,u2r,yes,no,Unix,Unix,JP,US,2025-05-16T03:03:12.926765,eve,success,HEAD,/dashboard,HTTP/2,302,Wget/1.20.3
24.191.144.36,250.134.252.38,tcp,imap4,RSTO,4667.52,822243,59091,304,u2r,yes,yes,MacOS,Windows,KR,DE,2025-04-28T10:57:13.926765,dave,failure,HEAD,/data,HTTP/1.1,200,curl/7.64.1
196.142.82.171,24.187.234.102,tcp,domain_u,S0,3582.57,233467,64638,930,u2r,no,no,Linux,Linux,BR,CN,2025-04-28T07:22:24.926765,bob,failure,PUT,/upload,HTTP/2,302,python-requests/2.23.0
219.170.65.220,69.124.167.56,udp,private,SH,4222.12,665714,9491,675,dos,no,yes,Windows,MacOS,US,JP,2025-04-28T16:32:10.926765,admin,failure,HEAD,/home,HTTP/1.1,500,python-requests/2.23.0
195.92.18.104,67.78.247.165,icmp,imap4,S0,581.12,578934,64556,755,dos,no,yes,Windows,Linux,FR,KR,2025-05-02T13:12:15.926765,dave,failure,HEAD,/admin,HTTP/2,500,Mozilla/5.0
15.39.132.55,226.160.55.211,tcp,pop3,S1,1638.64,405781,14997,948,u2r,yes,no,Linux,Unix,IN,IN,2025-04-20T00:37:43.926765,guest,failure,OPTIONS,/upload,HTTP/2,301,PostmanRuntime/7.26.8
194.148.217.244,91.200.1.183,tcp,imap4,S1,3894.62,157161,49770,693,dos,no,no,Unix,MacOS,CN,KR,2025-05-01T10:19:51.926765,eve,success,DELETE,/login,HTTP/2,400,curl/7.64.1
27.110.25.174,208.139.33.210,udp,imap4,REJ,4567.86,749078,26645,375,dos,no,no,MacOS,Windows,US,DE,2025-05-07T09:14:52.926765,charlie,success,OPTIONS,/upload,HTTP/1.1,404,curl/7.64.1
240.40.208.229,152.22.239.62,icmp,http,SF,3395.95,823520,48496,304,r2l,no,no,MacOS,MacOS,US,US,2025-05-01T02:58:56.926765,dave,success,PUT,/dashboard,HTTP/2,403,Mozilla/5.0
106.229.149.149,20.33.2.17,udp,ftp,S1,894.35,116553,55307,167,normal,no,no,MacOS,Linux,DE,DE,2025-04-23T20:45:37.926765,charlie,failure,OPTIONS,/admin,HTTP/1.1,200,python-requests/2.23.0
147.173.52.139,132.79.80.133,udp,smtp,S1,3558.27,202841,3710,391,probe,no,yes,Unix,Linux,IN,KR,2025-05-02T06:43:42.926765,dave,failure,PUT,/upload,HTTP/2,401,PostmanRuntime/7.26.8
110.196.186.31,91.152.247.195,udp,smtp,SF,347.81,680538,33008,439,dos,no,no,MacOS,Unix,DE,FR,2025-05-14T17:57:48.926765,guest,failure,GET,/config,HTTP/2,400,Mozilla/5.0
27.100.73.16,167.115.41.23,icmp,ssh,REJ,2904.57,868683,50757,48,u2r,yes,yes,Linux,Linux,DE,KR,2025-04-26T08:49:31.926765,guest,failure,POST,/upload,HTTP/1.1,500,PostmanRuntime/7.26.8
60.226.112.186,115.253.54.135,udp,http,SF,2581.84,687365,10161,797,u2r,no,yes,Linux,Windows,DE,IN,2025-05-04T16:39:47.926765,bob,success,HEAD,/dashboard,HTTP/2,400,python-requests/2.23.0
23.155.234.186,83.181.32.70,udp,ftp,RSTR,2568.81,734732,10271,138,r2l,yes,no,Linux,Linux,US,CN,2025-04-17T21:07:27.926765,guest,success,GET,/home,HTTP/2,200,Mozilla/5.0
